2026-05-16 22:00:01 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Defining geographic areas of the Alpine National Park'
2026-05-17 00:29:13 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Wartime Coastal Intelligence and Rescue Operations'
2026-05-17 00:29:13 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Wartime Coastal Intelligence and Rescue Operations' (id=community_l1_936e3204245a4f47ab7de80e85b5af6c, 4 members)
2026-05-17 00:29:13 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 531/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:29:56 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Documentation of Military Achievement within Specialized Air Force Units' id=community_l1_2783469ca5bf4f0a92bf7804049f7f5b
2026-05-17 00:29:57 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Documentation of Military Achievement within Specialized Air Force Units'
2026-05-17 00:29:57 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Documentation of Military Achievement within Specialized Air Force Units' (id=community_l1_2783469ca5bf4f0a92bf7804049f7f5b, 4 members)
2026-05-17 00:29:57 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 532/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:29:57 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 532/1241: only 1 rollup input ('Edwin A. Doss's command assignments in Kunsan, Korea')
2026-05-17 00:29:57 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 533/1241 (17 entity members from 4 super-nodes)
2026-05-17 00:30:42 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'University of Colorado Athletic Program History' id=community_l1_3e85a898254046e6afecfd8a3e0efb8d
2026-05-17 00:30:43 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 17 for community 'University of Colorado Athletic Program History'
2026-05-17 00:30:43 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'University of Colorado Athletic Program History' (id=community_l1_3e85a898254046e6afecfd8a3e0efb8d, 17 members)
2026-05-17 00:30:43 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 534/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:31:25 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'University Athletic Venues in Boulder' id=community_l1_2c0a81e9cd2b4b52ae3c9ebad5f7ffae
2026-05-17 00:31:25 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'University Athletic Venues in Boulder'
2026-05-17 00:31:25 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'University Athletic Venues in Boulder' (id=community_l1_2c0a81e9cd2b4b52ae3c9ebad5f7ffae, 4 members)
2026-05-17 00:31:26 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 535/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Colorado Buffaloes' Participation in Collegiate Sporting Tournaments' id=community_l1_50ebfd3362254ac19d8d42c58d758509
2026-05-17 00:32:08 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Colorado Buffaloes' Participation in Collegiate Sporting Tournaments'
2026-05-17 00:32:08 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Colorado Buffaloes' Participation in Collegiate Sporting Tournaments' (id=community_l1_50ebfd3362254ac19d8d42c58d758509, 4 members)
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 536/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 536/1241: only 1 rollup input ('The Big 12 Conference During the 2009 Football Season')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 537/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 537/1241: only 1 rollup input ('1989 Colorado Buffaloes Football Season Achievements')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 538/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 538/1241: only 1 rollup input ('Surpassing the Historical Winning Record')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 539/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 539/1241: only 1 rollup input ('The 1989 Orange Bowl Football Game')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 540/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 540/1241: only 1 rollup input ('Diagnosis and Progression Timeline of Stomach Cancer')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 541/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 541/1241: only 1 rollup input ('Supermarket Retail Presence in Estonia')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 542/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 542/1241: only 1 rollup input ('Punane Selver's Initial Location in Tallinn')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 543/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 543/1241: only 1 rollup input ('Mai Selver's initial expansion into Pärnu')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 544/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 544/1241: only 1 rollup input ('Selver's operational history in Latvia')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 545/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 545/1241: only 1 rollup input ('Selver's supermarket closures in Latvia due to the financial crisis')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 546/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 546/1241: only 1 rollup input ('Resort Accommodation within Lake Buena Vista')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 547/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 547/1241: only 1 rollup input ('Disney Springs location on Hotel Plaza Boulevard')
2026-05-17 00:32:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 548/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:32:36 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Corporate Control Over Branded Real Estate Assets' id=community_l1_899065940e124f2f8c31da4dcc7326a4
2026-05-17 00:32:37 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Corporate Control Over Branded Real Estate Assets'
2026-05-17 00:32:37 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Corporate Control Over Branded Real Estate Assets' (id=community_l1_899065940e124f2f8c31da4dcc7326a4, 4 members)
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 549/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 549/1241: only 1 rollup input ('Hypermarkets as Retail Infrastructure in Syrian Refugee Camps')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 550/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 550/1241: only 1 rollup input ('Translation of the Concept of Resupply')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 551/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 551/1241: only 1 rollup input ('Continents cited for global species distribution and corporate operations')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 552/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 552/1241: only 1 rollup input ('John A. Brown's History as an Oklahoman Retailer')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 553/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 553/1241: only 1 rollup input ('End of Widow's Management Tenure')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 554/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 554/1241: only 1 rollup input ('The transformation of a major joint-venture retail chain into the core supermarket brand')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 555/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 555/1241: only 1 rollup input ('SavaCentre's Varied Supermarket Formats')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 556/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 556/1241: only 1 rollup input ('Fuel Station Operations in Norway')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 557/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 557/1241: only 1 rollup input ('Swedish rights transfer for the Uno-X name')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 558/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 558/1241: only 1 rollup input ('Carrefour's acquisition of Euromarché in June 1991')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 559/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 559/1241: only 1 rollup input ('History of British Department Stores')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 560/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:32:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 560/1241: only 1 rollup input ('The Flagship Status Established in Liverpool City Centre')
2026-05-17 00:32:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 561/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:33:19 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Components and Evolution within Professional Racing Series' id=community_l1_a847697b90c0424ab90c87096b6289f5
2026-05-17 00:33:19 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Components and Evolution within Professional Racing Series'
2026-05-17 00:33:19 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Components and Evolution within Professional Racing Series' (id=community_l1_a847697b90c0424ab90c87096b6289f5, 4 members)
2026-05-17 00:33:20 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 562/1241 (6 entity members from 3 super-nodes)
2026-05-17 00:33:53 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Evolution of Corporate Sponsorship in Endurance Racing Names' id=community_l1_c45e35af2f844633ad0d3532c221c779
2026-05-17 00:33:54 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 6 for community 'Evolution of Corporate Sponsorship in Endurance Racing Names'
2026-05-17 00:33:54 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Evolution of Corporate Sponsorship in Endurance Racing Names' (id=community_l1_c45e35af2f844633ad0d3532c221c779, 6 members)
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 563/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 563/1241: only 1 rollup input ('Geographical Setting of NASCAR's Darlington Raceway')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 564/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 564/1241: only 1 rollup input ('Darlington Raceway Race Date')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 565/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 565/1241: only 1 rollup input ('Historical Mileage Milestones of a Racing Event')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 566/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 566/1241: only 1 rollup input ('Southern 500 scheduling relative to Mother's Day weekend')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 567/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 567/1241: only 1 rollup input ('Motorsports Innovation and Engineering Excellence Recognition')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 568/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 568/1241: only 1 rollup input ('The inaugural Indianapolis motorsports event year')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 569/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 569/1241: only 1 rollup input ('Local Geography and Reference Points of Indianapolis')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 570/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 570/1241: only 1 rollup input ('Races held at the Indianapolis Motor Speedway')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 571/1241 (5 entity members from 1 super-nodes)
2026-05-17 00:33:54 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 571/1241: only 1 rollup input ('Distances and Attributes of an Ultramarathon Event')
2026-05-17 00:33:54 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 572/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:34:28 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Orange County's Evolving History of Fairgrounds and Sport' id=community_l1_759aac08ce794bbbb090801185b57727
2026-05-17 00:34:29 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Orange County's Evolving History of Fairgrounds and Sport'
2026-05-17 00:34:29 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Orange County's Evolving History of Fairgrounds and Sport' (id=community_l1_759aac08ce794bbbb090801185b57727, 4 members)
2026-05-17 00:34:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 573/1241 (2 entity members from 1 super-nodes)
